holding_cost,order_fixed,stockout_penalty,learning_rate,n_steps,n_epochs,vf_coef,ent_coef,batch_size,rl_avg_profit,rl_avg_stockouts,rl_avg_inventory,train_time_s
0.5,20.0,50.0,3e-05,512,8,0.25,0.0,64,278.76619275442073,98.32180911074781,54.17256555844659,112.59736943244934
0.5,20.0,50.0,3e-05,512,8,0.25,0.01,64,264.7875864299114,0.0,89.30467001509994,113.69508337974548
0.5,20.0,50.0,3e-05,2048,5,0.25,0.0,64,286.72592905763054,0.0,48.658404426052144,95.79096913337708
0.5,20.0,50.0,3e-05,2048,5,0.25,0.01,64,276.8324546995111,0.0,66.31418111722765,90.4032084941864
0.5,20.0,50.0,3e-05,2048,8,0.25,0.0,64,281.75346457736634,45.386220573238845,51.80932994267712,113.93425989151001
0.5,20.0,50.0,3e-05,2048,8,0.25,0.01,64,287.4180311559677,0.0,47.9003802751515,119.11630511283875
0.5,20.0,50.0,3e-05,1024,5,0.25,0.0,64,268.3313369406359,0.0,78.86806178471814,97.35109853744507
0.5,20.0,50.0,3e-05,1024,5,0.25,0.01,64,259.3128384230061,0.0,99.83877531704837,89.84274077415466
0.5,20.0,50.0,3e-05,1024,8,0.25,0.0,64,264.5590737771575,0.0,84.97037771773664,117.96176433563232
0.5,20.0,50.0,3e-05,1024,8,0.25,0.01,64,274.6082649007661,0.0,68.90002551980214,111.47524333000183
0.5,20.0,50.0,0.0001,512,5,0.25,0.0,64,277.16388361900636,271.8519166708479,34.04101964088335,88.66860508918762
0.5,20.0,50.0,0.0001,512,5,0.25,0.01,64,271.5348288597225,0.0,78.61850882334252,88.5536515712738
0.5,20.0,50.0,0.0001,512,8,0.25,0.0,64,265.2928650800844,141.51308551982984,70.99658417166094,116.02580833435059
0.5,20.0,50.0,0.0001,512,8,0.25,0.01,64,280.8877319032361,57.595514791218115,55.17268166424477,117.08821845054626
0.5,20.0,50.0,0.0001,2048,5,0.25,0.0,64,287.5516911810663,37.57824642052149,42.02787156444707,94.75962805747986
0.5,20.0,50.0,0.0001,2048,5,0.25,0.01,64,285.49703621912505,92.8621314645978,31.44174746591751,86.13346099853516
0.5,20.0,50.0,0.0001,2048,8,0.25,0.0,64,281.89418027410704,13.327940973440423,57.42724550325577,109.501460313797
0.5,20.0,50.0,0.0001,2048,8,0.25,0.01,64,276.5892243924276,94.54709014179691,53.197712577401774,111.7361810207367
0.5,20.0,50.0,0.0001,1024,5,0.25,0.0,64,275.61602575887395,0.9202919842632283,67.29755154753386,84.97413992881775
